# 1:pos.x 2:pos.y 3:pos.z 4:volume 5:rho 6:vel.x 7:vel.y 8:vel.z 9:p 10:a 11:mu 12:k 13:mu_t 14:k_t 15:S 16:massf[0]-air 17:u 18:T 19:M_local 20:total_p
-7.540058452782044673e-02 3.951296278367125159e-02 0.000000000000000000e+00 1.280095767346514910e-07 5.753040067366425869e-03 4.648583530289411669e+01 -9.233743455483224907e-03 0.000000000000000000e+00 4.937456689035648765e+02 3.466306551648264076e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.145585912499942933e+05 2.989288269591272638e+02 1.341076893440508455e-01 4.999896345110104789e+02
-7.380175358346253989e-02 3.951296278367167486e-02 0.000000000000000000e+00 1.280095767346506440e-07 5.753799377929507547e-03 4.644548347675090127e+01 -2.809734445595738275e-02 0.000000000000000000e+00 4.938262223739004639e+02 3.466360555170389262e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.145652767578780768e+05 2.989381413893613626e+02 1.339892121327710406e-01 5.000601278443347155e+02
-7.220292263910453590e-02 3.951296278367157772e-02 0.000000000000000000e+00 1.280095767346527087e-07 5.754090092477615742e-03 4.638544469220546773e+01 -4.782718837353163582e-02 0.000000000000000000e+00 4.938687810043536501e+02 3.466422349294909395e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.145729268516293378e+05 2.989487997066902381e+02 1.338136691811545043e-01 5.000868255789492309e+02
-7.060409169474585189e-02 3.951296278367154996e-02 0.000000000000000000e+00 1.280095767346499029e-07 5.754701403630345380e-03 4.628965190765995885e+01 -7.004735875841913706e-02 0.000000000000000000e+00 4.939401844276403040e+02 3.466488793494264087e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.145811527753807313e+05 2.989602602859350213e+02 1.335348465390712169e-01 5.001331233285022222e+02
-6.900526075038787566e-02 3.951296278367140424e-02 0.000000000000000000e+00 1.280095767346534498e-07 5.755226046593472575e-03 4.616515630422069449e+01 -9.465738307985226141e-02 0.000000000000000000e+00 4.940045846719418137e+02 3.466556752243602091e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.145895663665304892e+05 2.989719823284702329e+02 1.331732224413876564e-01 5.001646816150851578e+02
-6.740642980602944145e-02 3.951296278367175813e-02 0.000000000000000000e+00 1.280095767346511469e-07 5.756014868722550762e-03 4.599503711678916318e+01 -1.243352532948765604e-01 0.000000000000000000e+00 4.940955123639021735e+02 3.466638205178119847e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.145996508142961247e+05 2.989860322535910768e+02 1.326795657570868092e-01 5.002109494945911479e+02
-6.580759886167109052e-02 3.951296278367141812e-02 0.000000000000000000e+00 1.280095767346526028e-07 5.756827191158348650e-03 4.577866560107183602e+01 -1.597262000177745722e-01 0.000000000000000000e+00 4.941936593026211995e+02 3.466737879389787054e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.146119915070714196e+05 2.990032256402258781e+02 1.320519342476970115e-01 5.002523278238751914e+02
-6.420876791731258693e-02 3.951296278367134873e-02 0.000000000000000000e+00 1.280095767346500617e-07 5.757844328280289914e-03 4.550146573528828498e+01 -2.025024524649098323e-01 0.000000000000000000e+00 4.943164953394734198e+02 3.466862440819570566e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.146274139922398608e+05 2.990247126632965546e+02 1.312481159097589889e-01 5.003027996310076446e+02
-6.260993697295491600e-02 3.951296278367203568e-02 0.000000000000000000e+00 1.280095767346526028e-07 5.758971504041501994e-03 4.515573532668303613e+01 -2.549192552527660971e-01 0.000000000000000000e+00 4.944547842592780285e+02 3.467008007693434024e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.146454379537570348e+05 2.990498241335113221e+02 1.302461799137732690e-01 5.003513029629470452e+02
-6.101110602855121939e-02 3.951296278658407435e-02 0.000000000000000000e+00 1.280095767493280045e-07 5.760337282740987663e-03 4.472118379767164953e+01 -3.216159769969018090e-01 0.000000000000000000e+00 4.946201338752437096e+02 3.467176549067883684e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.146663075429693854e+05 2.990789002091231623e+02 1.289877789992495138e-01 5.004047246341056052e+02
-5.941227508372978749e-02 3.951296283731411951e-02 0.000000000000000000e+00 1.280095769537599621e-07 5.761929682582761850e-03 4.417529187765613585e+01 -4.086727170778615137e-01 0.000000000000000000e+00 4.948124431197055628e+02 3.467371275355558851e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.146904207350150391e+05 2.991124953598483671e+02 1.274082833288135430e-01 5.004578562136722439e+02
-5.781344413289532524e-02 3.951296358844854500e-02 0.000000000000000000e+00 1.280095798351591080e-07 5.763796479402730905e-03 4.347976735169163476e+01 -5.247475916664536832e-01 0.000000000000000000e+00 4.950386803038379071e+02 3.467602171670536109e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.147190146602539462e+05 2.991523331891333441e+02 1.253977002388684536e-01 5.005091286393850964e+02
-5.621461309502834985e-02 3.951297469174679805e-02 0.000000000000000000e+00 1.280096191276357557e-07 5.766052153487502899e-03 4.259322595610825601e+01 -6.843278304840516579e-01 0.000000000000000000e+00 4.953118665487215253e+02 3.467880320041172126e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.147534627523012168e+05 2.992003272018021676e+02 1.228379271395229205e-01 5.005633185091826931e+02
-5.461578176769633225e-02 3.951306721300442554e-02 0.000000000000000000e+00 1.280099000767717583e-07 5.768054467303779763e-03 4.142783955019314135e+01 -8.680819488975313192e-01 0.000000000000000000e+00 4.955807574392609922e+02 3.468219366681535689e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.147954567040156107e+05 2.992588343100574662e+02 1.194761031443185711e-01 5.005503851785730944e+02
-5.301726549728589394e-02 3.949720339213795561e-02 0.000000000000000000e+00 1.279437134163167087e-07 5.770367252694082877e-03 4.013927286490516622e+01 -1.525981403703261741e+00 0.000000000000000000e+00 4.958779564960541393e+02 3.468563837975951856e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.148381267520440742e+05 2.993182833739664375e+02 1.158066306753083863e-01 5.005487998931804441e+02
-5.142029056261849390e-02 3.943460265278058569e-02 0.000000000000000000e+00 1.274900931075014829e-07 5.773397681841266164e-03 3.922211364279912971e+01 -2.790738164231095109e+00 0.000000000000000000e+00 4.962085292235664156e+02 3.468809050033846120e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.148685040285127761e+05 2.993606058163729813e+02 1.133566917638030441e-01 5.006861909913241107e+02
-4.982700210184404233e-02 3.931057665943898244e-02 0.000000000000000000e+00 1.264668369989316080e-07 5.773543674299076549e-03 3.862228029509169858e+01 -4.155990623364013814e+00 0.000000000000000000e+00 4.962715421463644248e+02 3.468985432975783283e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.148903559678247257e+05 2.993910505286879129e+02 1.119786817458315042e-01 5.006412169252913031e+02
-4.823982634511622680e-02 3.912523632824597974e-02 0.000000000000000000e+00 1.248822225641989888e-07 5.774647732785073012e-03 3.832891313903751751e+01 -5.486799016868006085e+00 0.000000000000000000e+00 4.963740719328406499e+02 3.469012092116640815e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.148936588437763567e+05 2.993956521847113663e+02 1.116157548131408300e-01 5.007162769627692001e+02
-4.666118082064601297e-02 3.887886539921865670e-02 0.000000000000000000e+00 1.227502421456784587e-07 5.777456902157024690e-03 3.829939443065901372e+01 -6.960693050769187984e+00 0.000000000000000000e+00 4.966148452307815546e+02 3.469009662011535511e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.148933577701676404e+05 2.993952327208243673e+02 1.122129722151571640e-01 5.010059173556533096e+02
-4.509346979849648829e-02 3.857184839899764628e-02 0.000000000000000000e+00 1.200896784965484570e-07 5.775860221013694173e-03 3.844519254575187261e+01 -8.529192375433233053e+00 0.000000000000000000e+00 4.964539150097791662e+02 3.468926918958248962e+02 1.846905172184936357e-05 2.624489778852644173e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.148831065905923606e+05 2.993809505004409743e+02 1.135219750960362595e-01 5.009469067471777635e+02
